device_id,customer_id,device_type,app_version,is_rooted,last_active,last_active_date_only,last_active_time_only,device_os
dev100040,cust100040,feature_phone,3.1.10,FALSE,05-05-2024 22:40,05-05-2024,22:40:15,feature_phone
dev100041,cust100041,android smart phone,3.1.8,FALSE,15-10-2024 12:07,15-10-2024,12:07:40,android
dev100042,cust100042,apple smart phone,2.9.2,FALSE,29-06-2025 18:35,29-06-2025,18:35:21,ios
dev100043,cust100043,tablet,2.5.13,FALSE,26-06-2024 06:54,26-06-2024,06:54:22,tablet
dev100044,cust100044,android smart phone,3.0.8,FALSE,10-02-2025 02:04,10-02-2025,02:04:49,android
dev100045,cust100045,android smart phone,2.8.20,FALSE,15-06-2025 17:53,15-06-2025,17:53:28,android
dev100046,cust100046,android smart phone,4.0.3,FALSE,14-07-2024 23:05,14-07-2024,23:05:46,android
dev100047,cust100047,feature_phone,3.6.10,FALSE,10-02-2025 23:11,10-02-2025,23:11:48,feature_phone
dev100048,cust100048,android smart phone,2.7.8,FALSE,28-07-2025 23:37,28-07-2025,23:37:55,android
dev100049,cust100049,android smart phone,2.1.3,FALSE,03-11-2024 18:19,03-11-2024,18:19:22,android
dev100050,cust100050,android smart phone,2.2.17,FALSE,06-09-2024 10:02,06-09-2024,10:02:09,android
dev100051,cust100051,android smart phone,2.1.0,FALSE,31-05-2023 15:41,31-05-2023,15:41:05,android
dev100052,cust100052,apple smart phone,1.4.20,FALSE,06-06-2025 06:57,06-06-2025,06:57:15,ios
dev100053,cust100053,apple smart phone,1.1.2,FALSE,31-07-2024 15:44,31-07-2024,15:44:17,ios
dev100054,cust100054,tablet,2.1.9,FALSE,19-07-2025 12:23,19-07-2025,12:23:35,tablet
dev100055,cust100055,android smart phone,2.6.7,FALSE,11-06-2025 00:30,11-06-2025,00:30:15,android
dev100056,cust100056,android smart phone,4.1.13,FALSE,29-06-2024 18:00,29-06-2024,18:00:47,android
dev100057,cust100057,android smart phone,2.5.7,FALSE,25-09-2022 08:55,25-09-2022,08:55:22,android
dev100058,cust100058,apple smart phone,2.9.19,FALSE,16-03-2025 06:28,16-03-2025,06:28:12,ios
dev100059,cust100059,apple smart phone,4.9.9,FALSE,25-09-2024 11:04,25-09-2024,11:04:39,ios
dev100060,cust100060,feature_phone,3.1.16,FALSE,28-07-2025 21:26,28-07-2025,21:26:52,feature_phone
dev100061,cust100061,apple smart phone,4.7.6,FALSE,20-12-2024 16:09,20-12-2024,16:09:08,ios
dev100062,cust100062,feature_phone,4.3.17,FALSE,15-06-2025 01:01,15-06-2025,01:01:01,feature_phone
dev100063,cust100063,android smart phone,3.7.16,FALSE,20-01-2022 07:34,20-01-2022,07:34:09,android
dev100064,cust100064,tablet,2.8.1,FALSE,22-05-2024 11:18,22-05-2024,11:18:34,tablet
dev100065,cust100065,tablet,4.5.9,FALSE,15-02-2023 08:34,15-02-2023,08:34:51,tablet
dev100066,cust100066,tablet,2.1.11,FALSE,08-04-2024 04:10,08-04-2024,04:10:56,tablet
dev100067,cust100067,apple smart phone,1.2.9,FALSE,27-10-2021 17:03,27-10-2021,17:03:46,ios
dev100068,cust100068,android smart phone,3.5.0,FALSE,19-06-2025 01:49,19-06-2025,01:49:39,android
dev100069,cust100069,tablet,1.6.8,FALSE,14-09-2023 21:25,14-09-2023,21:25:35,tablet
dev100070,cust100070,apple smart phone,3.7.1,FALSE,05-05-2025 09:49,05-05-2025,09:49:28,ios
dev100071,cust100071,feature_phone,1.0.17,FALSE,25-07-2025 08:57,25-07-2025,08:57:15,feature_phone
dev100072,cust100072,tablet,1.3.16,FALSE,17-02-2024 19:24,17-02-2024,19:24:25,tablet
dev100073,cust100073,android smart phone,3.9.12,FALSE,03-10-2023 23:36,03-10-2023,23:36:29,android
dev100074,cust100074,android smart phone,2.3.18,TRUE,22-06-2025 05:01,22-06-2025,05:01:39,android
dev100075,cust100075,tablet,2.2.3,FALSE,24-07-2022 15:23,24-07-2022,15:23:48,tablet
dev100076,cust100076,tablet,2.5.0,FALSE,12-01-2025 06:17,12-01-2025,06:17:43,tablet
dev100077,cust100077,tablet,1.1.10,FALSE,07-08-2022 06:50,07-08-2022,06:50:15,tablet
dev100078,cust100078,tablet,1.3.16,FALSE,20-01-2023 23:42,20-01-2023,23:42:45,tablet
dev100079,cust100079,tablet,2.3.13,FALSE,13-07-2025 12:59,13-07-2025,12:59:24,tablet
dev100080,cust100080,feature_phone,2.6.15,FALSE,08-01-2024 12:27,08-01-2024,12:27:06,feature_phone
dev100081,cust100081,apple smart phone,1.5.5,FALSE,11-06-2024 21:40,11-06-2024,21:40:02,ios
dev100082,cust100082,apple smart phone,2.4.17,FALSE,04-07-2024 06:50,04-07-2024,06:50:54,ios
dev100083,cust100083,tablet,4.4.2,FALSE,18-07-2024 02:18,18-07-2024,02:18:24,tablet
dev100084,cust100084,apple smart phone,2.1.20,FALSE,16-03-2023 16:40,16-03-2023,16:40:31,ios
dev100085,cust100085,tablet,4.7.8,FALSE,04-12-2024 17:40,04-12-2024,17:40:53,tablet
dev100086,cust100086,apple smart phone,3.8.2,FALSE,01-06-2024 06:12,01-06-2024,06:12:23,ios
dev100087,cust100087,feature_phone,1.7.4,FALSE,19-03-2024 23:37,19-03-2024,23:37:10,feature_phone
dev100088,cust100088,android smart phone,1.3.13,FALSE,16-03-2024 12:36,16-03-2024,12:36:55,android
dev100089,cust100089,tablet,4.9.1,FALSE,09-01-2024 05:37,09-01-2024,05:37:10,tablet
dev100090,cust100090,feature_phone,4.7.7,FALSE,23-04-2025 19:22,23-04-2025,19:22:45,feature_phone
dev100091,cust100091,apple smart phone,3.4.9,FALSE,17-07-2025 12:02,17-07-2025,12:02:31,ios
dev100092,cust100092,tablet,2.3.13,FALSE,18-10-2023 14:31,18-10-2023,14:31:52,tablet
dev100093,cust100093,tablet,4.3.13,FALSE,23-06-2025 19:02,23-06-2025,19:02:28,tablet
dev100094,cust100094,android smart phone,3.9.0,FALSE,12-07-2025 19:30,12-07-2025,19:30:21,android
dev100095,cust100095,apple smart phone,3.2.16,FALSE,12-10-2023 04:49,12-10-2023,04:49:36,ios
dev100096,cust100096,android smart phone,3.0.11,FALSE,04-02-2025 14:45,04-02-2025,14:45:21,android
dev100097,cust100097,apple smart phone,4.6.13,FALSE,05-07-2025 00:50,05-07-2025,00:50:32,ios
dev100098,cust100098,apple smart phone,3.5.13,FALSE,06-03-2022 11:50,06-03-2022,11:50:13,ios
dev100099,cust100099,android smart phone,2.1.10,FALSE,14-09-2021 09:41,14-09-2021,09:41:48,android
dev100100,cust100100,apple smart phone,2.5.15,FALSE,30-09-2023 06:49,30-09-2023,06:49:18,ios
dev100101,cust100101,feature_phone,3.5.6,FALSE,06-09-2024 06:48,06-09-2024,06:48:47,feature_phone
dev100102,cust100102,android smart phone,4.9.19,FALSE,25-03-2025 04:01,25-03-2025,04:01:39,android
dev100103,cust100103,android smart phone,1.2.17,FALSE,27-03-2024 19:45,27-03-2024,19:45:00,android
dev100104,cust100104,feature_phone,3.6.7,FALSE,04-10-2022 00:25,04-10-2022,00:25:17,feature_phone
dev100105,cust100105,tablet,2.9.13,FALSE,22-04-2025 01:21,22-04-2025,01:21:22,tablet
dev100106,cust100106,apple smart phone,2.8.12,FALSE,07-01-2024 21:51,07-01-2024,21:51:05,ios
dev100107,cust100107,tablet,2.4.16,TRUE,04-08-2025 03:54,04-08-2025,03:54:31,tablet
dev100108,cust100108,tablet,2.4.4,FALSE,26-10-2024 20:29,26-10-2024,20:29:41,tablet
dev100109,cust100109,tablet,3.3.1,FALSE,31-01-2025 03:32,31-01-2025,03:32:14,tablet
dev100110,cust100110,tablet,3.8.10,FALSE,27-01-2021 02:04,27-01-2021,02:04:50,tablet
dev100111,cust100111,android smart phone,2.1.7,FALSE,01-07-2025 07:16,01-07-2025,07:16:08,android
dev100112,cust100112,feature_phone,4.0.2,FALSE,04-04-2023 04:35,04-04-2023,04:35:23,feature_phone
dev100113,cust100113,apple smart phone,1.8.1,FALSE,13-02-2022 01:44,13-02-2022,01:44:44,ios
dev100114,cust100114,tablet,3.4.20,FALSE,24-06-2023 03:43,24-06-2023,03:43:41,tablet
dev100115,cust100115,apple smart phone,3.7.4,FALSE,17-12-2024 20:32,17-12-2024,20:32:42,ios
dev100116,cust100116,tablet,2.6.6,FALSE,05-04-2023 17:29,05-04-2023,17:29:22,tablet
dev100117,cust100117,tablet,3.2.14,FALSE,02-02-2025 06:54,02-02-2025,06:54:30,tablet
dev100118,cust100118,tablet,2.9.2,FALSE,01-09-2024 14:06,01-09-2024,14:06:59,tablet
dev100119,cust100119,apple smart phone,2.4.13,FALSE,15-07-2025 01:18,15-07-2025,01:18:56,ios
dev100120,cust100120,android smart phone,1.6.13,FALSE,10-03-2025 16:26,10-03-2025,16:26:45,android
dev100121,cust100121,feature_phone,2.9.14,FALSE,04-04-2025 07:01,04-04-2025,07:01:41,feature_phone
dev100122,cust100122,android smart phone,1.5.13,FALSE,16-04-2023 06:22,16-04-2023,06:22:17,android
dev100123,cust100123,feature_phone,4.3.9,FALSE,08-06-2025 18:16,08-06-2025,18:16:28,feature_phone
dev100124,cust100124,apple smart phone,2.2.19,FALSE,31-03-2025 19:27,31-03-2025,19:27:43,ios
dev100125,cust100125,feature_phone,1.1.17,FALSE,01-12-2024 03:19,01-12-2024,03:19:58,feature_phone
dev100126,cust100126,apple smart phone,3.9.1,FALSE,07-10-2024 21:39,07-10-2024,21:39:22,ios
dev100127,cust100127,android smart phone,4.4.15,FALSE,30-09-2024 08:35,30-09-2024,08:35:21,android
dev100128,cust100128,feature_phone,1.8.7,FALSE,07-03-2023 18:57,07-03-2023,18:57:15,feature_phone
dev100129,cust100129,feature_phone,3.5.14,TRUE,26-08-2024 00:22,26-08-2024,00:22:49,feature_phone
dev100130,cust100130,feature_phone,3.6.17,FALSE,09-11-2022 16:25,09-11-2022,16:25:19,feature_phone
dev100131,cust100131,android smart phone,3.7.2,FALSE,13-11-2021 05:28,13-11-2021,05:28:53,android
dev100132,cust100132,android smart phone,4.4.20,FALSE,22-02-2024 00:25,22-02-2024,00:25:31,android
dev100133,cust100133,feature_phone,4.7.5,TRUE,30-12-2024 10:31,30-12-2024,10:31:13,feature_phone
dev100134,cust100134,apple smart phone,1.5.16,FALSE,22-01-2022 09:27,22-01-2022,09:27:20,ios
dev100135,cust100135,android smart phone,1.0.15,FALSE,19-09-2024 20:53,19-09-2024,20:53:20,android
dev100136,cust100136,apple smart phone,3.2.9,FALSE,31-10-2022 13:18,31-10-2022,13:18:21,ios
dev100137,cust100137,android smart phone,4.0.4,FALSE,29-07-2023 06:05,29-07-2023,06:05:04,android
dev100138,cust100138,apple smart phone,4.1.5,FALSE,26-10-2024 14:16,26-10-2024,14:16:09,ios
dev100139,cust100139,feature_phone,2.3.16,FALSE,18-03-2022 21:37,18-03-2022,21:37:15,feature_phone
dev100140,cust100140,android smart phone,1.9.18,FALSE,03-05-2024 18:35,03-05-2024,18:35:12,android
dev100141,cust100141,apple smart phone,4.0.19,FALSE,04-04-2025 03:33,04-04-2025,03:33:02,ios
dev100142,cust100142,tablet,3.7.0,FALSE,06-05-2025 22:10,06-05-2025,22:10:14,tablet
dev100143,cust100143,feature_phone,1.6.0,FALSE,05-09-2022 12:49,05-09-2022,12:49:20,feature_phone
dev100144,cust100144,apple smart phone,3.1.4,FALSE,18-05-2025 05:55,18-05-2025,05:55:51,ios
dev100145,cust100145,tablet,3.9.13,FALSE,26-10-2023 18:46,26-10-2023,18:46:48,tablet
dev100146,cust100146,apple smart phone,1.8.0,FALSE,20-11-2023 17:07,20-11-2023,17:07:17,ios
dev100147,cust100147,android smart phone,3.1.3,FALSE,18-10-2024 19:20,18-10-2024,19:20:05,android
dev100148,cust100148,android smart phone,4.8.4,FALSE,19-07-2025 02:16,19-07-2025,02:16:00,android
dev100149,cust100149,tablet,2.4.17,FALSE,07-05-2023 14:19,07-05-2023,14:19:36,tablet
dev100150,cust100150,tablet,4.3.20,FALSE,18-07-2025 19:08,18-07-2025,19:08:49,tablet
dev100151,cust100151,apple smart phone,4.4.3,FALSE,24-08-2022 07:55,24-08-2022,07:55:31,ios
dev100152,cust100152,tablet,2.8.15,FALSE,14-06-2025 21:19,14-06-2025,21:19:17,tablet
dev100153,cust100153,feature_phone,2.4.16,FALSE,09-06-2022 03:10,09-06-2022,03:10:23,feature_phone
dev100154,cust100154,tablet,4.5.20,FALSE,26-10-2024 04:35,26-10-2024,04:35:32,tablet
dev100155,cust100155,android smart phone,4.8.9,FALSE,09-12-2023 13:36,09-12-2023,13:36:22,android
dev100156,cust100156,android smart phone,3.7.16,FALSE,16-02-2025 23:54,16-02-2025,23:54:58,android
dev100157,cust100157,apple smart phone,2.0.14,FALSE,06-07-2024 17:18,06-07-2024,17:18:38,ios
dev100158,cust100158,tablet,2.2.3,FALSE,04-11-2023 00:36,04-11-2023,00:36:01,tablet
dev100159,cust100159,feature_phone,2.7.9,FALSE,01-11-2023 20:30,01-11-2023,20:30:22,feature_phone
dev100160,cust100160,feature_phone,4.0.1,FALSE,18-07-2024 00:17,18-07-2024,00:17:15,feature_phone
dev100161,cust100161,tablet,3.8.18,FALSE,16-06-2024 19:14,16-06-2024,19:14:59,tablet
dev100162,cust100162,apple smart phone,2.9.19,FALSE,08-08-2024 22:29,08-08-2024,22:29:54,ios
dev100163,cust100163,android smart phone,4.3.19,FALSE,27-04-2024 09:50,27-04-2024,09:50:52,android
dev100164,cust100164,apple smart phone,4.6.18,FALSE,21-02-2025 02:08,21-02-2025,02:08:53,ios
dev100165,cust100165,feature_phone,3.5.1,FALSE,08-05-2023 12:18,08-05-2023,12:18:38,feature_phone
dev100166,cust100166,tablet,3.2.4,FALSE,19-12-2024 11:43,19-12-2024,11:43:31,tablet
dev100167,cust100167,android smart phone,2.9.3,FALSE,08-07-2023 19:42,08-07-2023,19:42:24,android
dev100168,cust100168,tablet,4.1.0,FALSE,19-08-2024 16:32,19-08-2024,16:32:05,tablet
dev100169,cust100169,feature_phone,3.6.15,FALSE,11-07-2025 07:10,11-07-2025,07:10:48,feature_phone
dev100170,cust100170,tablet,3.8.11,FALSE,05-08-2025 19:24,05-08-2025,19:24:17,tablet
dev100171,cust100171,feature_phone,3.6.20,FALSE,23-05-2025 11:45,23-05-2025,11:45:29,feature_phone
dev100172,cust100172,apple smart phone,3.5.18,FALSE,02-02-2024 19:26,02-02-2024,19:26:01,ios
dev100173,cust100173,tablet,4.1.2,FALSE,30-10-2023 07:08,30-10-2023,07:08:24,tablet
dev100174,cust100174,android smart phone,4.4.9,FALSE,24-08-2023 10:27,24-08-2023,10:27:55,android
dev100175,cust100175,apple smart phone,4.4.15,FALSE,31-05-2023 00:43,31-05-2023,00:43:50,ios
dev100176,cust100176,feature_phone,3.9.10,FALSE,08-04-2022 09:01,08-04-2022,09:01:37,feature_phone
dev100177,cust100177,apple smart phone,1.9.17,FALSE,14-02-2025 17:34,14-02-2025,17:34:28,ios
dev100178,cust100178,android smart phone,4.3.12,FALSE,10-04-2021 09:57,10-04-2021,09:57:36,android
dev100179,cust100179,tablet,3.8.15,FALSE,31-08-2022 08:21,31-08-2022,08:21:52,tablet
dev100180,cust100180,apple smart phone,1.8.13,FALSE,14-01-2025 05:55,14-01-2025,05:55:07,ios
dev100181,cust100181,apple smart phone,1.4.18,FALSE,01-04-2022 21:21,01-04-2022,21:21:50,ios
dev100182,cust100182,feature_phone,4.9.16,FALSE,27-11-2024 20:23,27-11-2024,20:23:35,feature_phone
dev100183,cust100183,apple smart phone,2.1.19,FALSE,01-06-2024 11:28,01-06-2024,11:28:46,ios
dev100184,cust100184,android smart phone,2.1.0,FALSE,05-07-2024 17:13,05-07-2024,17:13:36,android
dev100185,cust100185,tablet,1.8.13,TRUE,01-01-2023 11:15,01-01-2023,11:15:01,tablet
dev100186,cust100186,apple smart phone,4.7.17,FALSE,11-02-2025 03:52,11-02-2025,03:52:32,ios
dev100187,cust100187,android smart phone,2.5.15,FALSE,20-11-2024 09:31,20-11-2024,09:31:41,android
dev100188,cust100188,tablet,4.7.7,FALSE,09-06-2025 19:12,09-06-2025,19:12:40,tablet
dev100189,cust100189,apple smart phone,4.0.14,FALSE,30-01-2024 19:46,30-01-2024,19:46:15,ios
dev100190,cust100190,tablet,1.5.1,FALSE,02-10-2024 09:26,02-10-2024,09:26:02,tablet
dev100191,cust100191,android smart phone,3.5.10,FALSE,10-05-2025 18:48,10-05-2025,18:48:10,android
dev100192,cust100192,feature_phone,1.3.17,FALSE,15-06-2022 10:00,15-06-2022,10:00:06,feature_phone
dev100193,cust100193,feature_phone,1.9.12,FALSE,20-09-2022 23:16,20-09-2022,23:16:57,feature_phone
dev100194,cust100194,tablet,4.3.1,FALSE,27-11-2024 04:55,27-11-2024,04:55:47,tablet
dev100195,cust100195,feature_phone,4.7.9,FALSE,06-09-2021 02:18,06-09-2021,02:18:44,feature_phone
dev100196,cust100196,tablet,1.6.11,FALSE,19-04-2025 21:22,19-04-2025,21:22:36,tablet
dev100197,cust100197,apple smart phone,1.0.1,FALSE,02-12-2024 17:06,02-12-2024,17:06:26,ios
dev100198,cust100198,tablet,3.6.3,FALSE,08-05-2024 17:11,08-05-2024,17:11:37,tablet
dev100199,cust100199,feature_phone,4.4.3,FALSE,14-03-2025 20:39,14-03-2025,20:39:13,feature_phone
dev100200,cust100200,apple smart phone,1.3.5,FALSE,05-10-2024 16:52,05-10-2024,16:52:18,ios
dev100201,cust100201,feature_phone,3.8.14,FALSE,15-07-2025 11:31,15-07-2025,11:31:23,feature_phone
dev100202,cust100202,apple smart phone,4.5.11,FALSE,01-06-2022 05:41,01-06-2022,05:41:02,ios
dev100203,cust100203,tablet,1.9.16,TRUE,06-08-2025 04:47,06-08-2025,04:47:32,tablet
dev100204,cust100204,apple smart phone,4.5.7,FALSE,21-05-2025 07:56,21-05-2025,07:56:12,ios
dev100205,cust100205,apple smart phone,3.1.18,FALSE,13-09-2021 02:47,13-09-2021,02:47:47,ios
dev100206,cust100206,android smart phone,2.5.14,FALSE,19-06-2025 11:35,19-06-2025,11:35:21,android
dev100207,cust100207,tablet,3.6.4,FALSE,15-05-2023 21:25,15-05-2023,21:25:10,tablet
dev100208,cust100208,feature_phone,3.3.0,FALSE,04-02-2024 13:04,04-02-2024,13:04:42,feature_phone
dev100209,cust100209,tablet,2.8.13,FALSE,09-12-2024 16:33,09-12-2024,16:33:03,tablet
dev100210,cust100210,tablet,1.4.6,FALSE,16-04-2025 08:00,16-04-2025,08:00:10,tablet
dev100211,cust100211,tablet,3.8.16,FALSE,02-05-2025 07:52,02-05-2025,07:52:07,tablet
dev100212,cust100212,apple smart phone,1.1.6,FALSE,29-09-2024 15:41,29-09-2024,15:41:20,ios
dev100213,cust100213,feature_phone,2.5.20,FALSE,30-12-2024 20:15,30-12-2024,20:15:23,feature_phone
dev100214,cust100214,feature_phone,1.3.19,FALSE,04-03-2025 19:11,04-03-2025,19:11:10,feature_phone
dev100215,cust100215,tablet,2.2.5,FALSE,18-11-2024 01:26,18-11-2024,01:26:48,tablet
dev100216,cust100216,feature_phone,2.1.18,FALSE,19-01-2025 02:46,19-01-2025,02:46:12,feature_phone
dev100217,cust100217,android smart phone,2.3.9,FALSE,26-07-2025 03:17,26-07-2025,03:17:25,android
dev100218,cust100218,tablet,4.3.14,FALSE,01-09-2021 13:40,01-09-2021,13:40:35,tablet
dev100219,cust100219,apple smart phone,3.4.2,FALSE,28-06-2023 00:34,28-06-2023,00:34:11,ios
dev100220,cust100220,tablet,1.6.7,FALSE,25-04-2022 21:50,25-04-2022,21:50:55,tablet
dev100221,cust100221,apple smart phone,1.8.12,FALSE,31-10-2023 18:36,31-10-2023,18:36:40,ios
dev100222,cust100222,feature_phone,2.6.1,FALSE,12-10-2023 00:01,12-10-2023,00:01:11,feature_phone
dev100223,cust100223,tablet,2.9.12,FALSE,10-11-2024 00:38,10-11-2024,00:38:06,tablet
dev100224,cust100224,android smart phone,4.8.2,FALSE,08-09-2023 16:39,08-09-2023,16:39:43,android
dev100225,cust100225,tablet,3.2.0,FALSE,28-08-2024 12:51,28-08-2024,12:51:15,tablet
dev100226,cust100226,apple smart phone,1.2.10,FALSE,10-12-2022 16:13,10-12-2022,16:13:33,ios
dev100227,cust100227,android smart phone,4.9.5,FALSE,11-03-2022 06:11,11-03-2022,06:11:32,android
dev100228,cust100228,apple smart phone,2.6.1,FALSE,10-02-2025 19:32,10-02-2025,19:32:59,ios
dev100229,cust100229,android smart phone,4.0.8,FALSE,10-06-2023 14:17,10-06-2023,14:17:19,android
dev100230,cust100230,feature_phone,3.7.5,FALSE,30-04-2025 13:10,30-04-2025,13:10:08,feature_phone
dev100231,cust100231,feature_phone,2.7.20,FALSE,03-02-2023 17:18,03-02-2023,17:18:34,feature_phone
dev100232,cust100232,feature_phone,4.4.18,FALSE,03-05-2023 00:25,03-05-2023,00:25:59,feature_phone
dev100233,cust100233,feature_phone,3.5.15,TRUE,02-06-2024 03:32,02-06-2024,03:32:31,feature_phone
dev100234,cust100234,apple smart phone,3.7.9,FALSE,15-02-2025 22:51,15-02-2025,22:51:23,ios
dev100235,cust100235,tablet,1.2.11,FALSE,18-09-2022 19:12,18-09-2022,19:12:12,tablet
dev100236,cust100236,feature_phone,1.6.12,FALSE,03-06-2025 05:48,03-06-2025,05:48:46,feature_phone
dev100237,cust100237,tablet,1.5.0,FALSE,29-01-2025 23:34,29-01-2025,23:34:26,tablet
dev100238,cust100238,apple smart phone,2.8.18,FALSE,26-06-2023 07:40,26-06-2023,07:40:19,ios
dev100239,cust100239,apple smart phone,3.5.17,FALSE,01-08-2025 03:20,01-08-2025,03:20:28,ios
dev100240,cust100240,tablet,1.4.11,FALSE,08-04-2024 00:38,08-04-2024,00:38:40,tablet
dev100241,cust100241,apple smart phone,4.4.5,FALSE,11-03-2025 07:03,11-03-2025,07:03:39,ios
dev100242,cust100242,android smart phone,1.5.15,FALSE,27-12-2023 18:01,27-12-2023,18:01:40,android
dev100243,cust100243,tablet,4.7.18,FALSE,02-03-2022 11:47,02-03-2022,11:47:53,tablet
dev100244,cust100244,feature_phone,3.9.4,FALSE,23-03-2023 20:38,23-03-2023,20:38:30,feature_phone
dev100245,cust100245,tablet,4.0.13,FALSE,13-10-2023 21:41,13-10-2023,21:41:58,tablet
dev100246,cust100246,apple smart phone,1.0.4,FALSE,14-04-2025 04:49,14-04-2025,04:49:23,ios
dev100247,cust100247,feature_phone,3.3.18,FALSE,26-05-2025 22:24,26-05-2025,22:24:06,feature_phone
dev100248,cust100248,android smart phone,3.9.19,FALSE,12-11-2023 19:22,12-11-2023,19:22:00,android
dev100249,cust100249,apple smart phone,3.5.15,FALSE,04-06-2025 01:42,04-06-2025,01:42:23,ios
dev100250,cust100250,apple smart phone,1.9.15,FALSE,18-06-2024 00:27,18-06-2024,00:27:27,ios
dev100251,cust100251,tablet,4.0.0,FALSE,05-06-2025 21:52,05-06-2025,21:52:54,tablet
dev100252,cust100252,tablet,3.8.12,FALSE,09-01-2024 14:15,09-01-2024,14:15:38,tablet
dev100253,cust100253,android smart phone,3.5.5,FALSE,19-03-2025 17:22,19-03-2025,17:22:59,android
dev100254,cust100254,tablet,2.6.8,FALSE,05-10-2024 02:28,05-10-2024,02:28:05,tablet
